sa1_main16,bp_Easy,bp_NA,bp_Medium,bp_Hard,n,cf_Hard,cf_Medium,cf_Easy,cf_NA,rg_Easy,rg_Hard,rg_Medium,rg_NA
30503112409,2,0,0,0,2,0,2,0,0,0,0,2,0
30503112411,0,1,0,0,1,0,0,1,0,1,0,0,0
30503112412,1,0,0,0,1,0,1,0,0,0,1,0,0
30503112501,3,0,0,0,3,1,0,2,0,2,0,1,0
30503112502,2,0,0,0,2,0,1,1,0,2,0,0,0
30503112503,0,1,0,0,1,0,0,1,0,1,0,0,0
30503112505,1,1,0,0,2,0,0,2,0,1,0,1,0
30503112506,1,1,0,0,2,0,0,2,0,2,0,0,0
30503112507,0,1,0,0,1,0,0,1,0,1,0,0,0
30503112509,0,1,0,0,1,0,0,1,0,1,0,0,0
30503112510,1,1,0,0,2,0,1,1,0,2,0,0,0
30503112511,2,0,1,0,3,0,0,3,0,2,0,1,0
30503112512,4,1,0,0,5,2,0,3,0,1,0,4,0
30503112513,5,1,0,0,6,0,0,6,0,5,0,1,0
30503112602,15,0,0,0,15,0,0,15,0,15,0,0,0
30503112603,1,0,0,0,1,0,1,0,0,1,0,0,0
30503112604,1,0,5,0,6,0,0,6,0,0,0,6,0
30503112605,0,3,1,6,10,6,0,4,0,4,6,0,0
30503112606,0,10,0,0,10,0,0,6,4,6,0,0,4
30503112607,0,0,3,0,3,3,0,0,0,0,3,0,0
30503112608,4,0,4,0,8,0,0,8,0,4,4,0,0
30503112609,8,0,0,0,8,0,4,4,0,0,0,8,0
30503112610,4,0,0,4,8,4,0,4,0,4,4,0,0
30503112611,0,4,0,0,4,0,0,4,0,4,0,0,0
30503112612,4,12,0,0,16,0,0,16,0,16,0,0,0
30503112613,0,7,0,0,7,0,0,7,0,7,0,0,0
30503112614,3,11,6,0,20,3,3,11,3,8,3,6,3
30503112616,0,4,0,0,4,0,0,0,4,0,0,0,4
30503112617,0,9,0,0,9,0,0,0,9,0,0,0,9
30503112618,0,2,0,0,2,0,0,0,2,0,0,0,2
30503112620,0,1,0,0,1,0,0,0,1,0,0,0,1
30503112621,0,0,4,0,4,0,0,4,0,0,0,4,0
30503112702,0,2,0,0,2,0,0,0,2,0,0,0,2
30503112703,0,6,2,0,8,2,0,6,0,6,0,2,0
30503112704,7,0,0,0,7,0,0,7,0,7,0,0,0
30503112705,5,0,0,0,5,0,5,0,0,0,0,5,0
30503112706,14,2,0,0,16,0,5,11,0,11,0,5,0
30503112708,6,0,6,0,12,0,0,12,0,6,6,0,0
30503112709,6,0,9,0,15,0,0,15,0,15,0,0,0
30503112801,0,2,0,0,2,0,0,0,2,0,0,0,2
30503112804,3,0,0,0,3,3,0,0,0,3,0,0,0
30503112805,2,31,0,0,33,0,1,2,30,3,0,0,30
30503112806,23,0,0,0,23,0,6,17,0,23,0,0,0
30503112807,3,0,0,0,3,0,0,3,0,3,0,0,0
30503112808,6,0,0,0,6,0,0,6,0,6,0,0,0
30503112809,0,1,0,0,1,1,0,0,0,0,1,0,0
30503112810,9,8,3,0,20,0,3,11,6,14,0,0,6
30503112811,6,3,0,0,9,0,0,7,2,7,0,0,2
30503112812,1,0,0,0,1,1,0,0,0,0,0,1,0
30503112813,3,1,0,0,4,1,1,2,0,3,0,1,0
30503112815,0,2,0,1,3,1,0,2,0,2,1,0,0
30503112816,0,4,0,0,4,0,0,2,2,2,0,0,2
30503112817,2,0,0,0,2,0,0,2,0,2,0,0,0
30503112819,2,2,0,0,4,0,0,4,0,4,0,0,0
30503112901,1,2,1,0,4,0,0,4,0,3,0,1,0
30503112902,0,2,0,0,2,0,0,2,0,2,0,0,0
30503112903,0,0,2,0,2,0,1,1,0,2,0,0,0
30503112904,0,1,1,0,2,0,0,2,0,1,1,0,0
30503112905,0,1,0,0,1,0,0,1,0,1,0,0,0
30503112906,0,3,2,0,5,0,1,2,2,3,0,0,2
30503112907,3,0,1,0,4,0,3,1,0,4,0,0,0
30503112908,0,1,1,0,2,0,0,2,0,2,0,0,0
30503112909,0,1,0,0,1,0,0,1,0,1,0,0,0
30503113001,0,7,0,5,12,0,0,5,7,5,0,0,7
30503113002,9,0,0,0,9,0,0,9,0,9,0,0,0
30503113003,10,2,3,6,21,3,0,16,2,9,0,10,2
30503113004,3,10,6,0,19,2,0,13,4,12,0,3,4
30503113006,1,0,0,0,1,0,0,1,0,0,0,1,0
30503113007,10,0,0,0,10,5,0,5,0,0,0,10,0
30503113008,1,0,0,0,1,0,0,1,0,0,0,1,0
30503113009,1,3,0,0,4,0,1,0,3,0,1,0,3
30503113010,1,1,1,0,3,0,1,2,0,3,0,0,0
30503113011,0,1,0,0,1,0,0,1,0,1,0,0,0
30503113013,0,2,0,0,2,0,0,0,2,0,0,0,2
30503113014,6,0,0,0,6,0,0,6,0,0,0,6,0
30503113015,0,7,0,1,8,0,0,8,0,8,0,0,0
30503113101,1,5,0,0,6,0,0,6,0,6,0,0,0
30503113102,6,1,0,0,7,0,0,6,1,6,0,0,1
30503113103,0,1,0,0,1,0,0,0,1,0,0,0,1
30503113104,0,3,0,0,3,0,0,0,3,0,0,0,3
30503113105,1,7,0,0,8,1,0,0,7,0,1,0,7
30503113106,1,0,0,0,1,1,0,0,0,0,1,0,0
30503113108,5,0,0,0,5,0,0,5,0,5,0,0,0
30503113109,0,4,0,0,4,0,0,2,2,2,0,0,2
30503113110,10,2,0,0,12,0,7,5,0,5,5,2,0
30503113112,0,7,0,0,7,0,0,1,6,1,0,0,6
30503113113,0,0,0,1,1,0,0,1,0,1,0,0,0
30503113114,4,0,0,0,4,3,0,1,0,3,1,0,0
30503113115,1,1,0,0,2,0,0,2,0,2,0,0,0
30503113116,2,0,3,0,5,3,0,2,0,5,0,0,0
30503113117,3,0,0,0,3,0,0,3,0,3,0,0,0
30503113119,0,5,0,0,5,0,0,0,5,0,0,0,5
30503113120,1,1,1,1,4,0,1,3,0,4,0,0,0
30503113121,0,5,0,0,5,0,0,4,1,4,0,0,1
30503113122,4,2,2,0,8,2,1,5,0,7,0,1,0
30504113201,0,2,0,0,2,0,0,2,0,2,0,0,0
30504113202,8,0,0,0,8,0,0,8,0,6,0,2,0
30504113203,5,0,0,0,5,0,0,5,0,5,0,0,0
30504113204,14,0,5,0,19,0,0,19,0,19,0,0,0
30504113205,2,0,0,0,2,0,0,2,0,1,1,0,0
30504113206,5,1,0,0,6,0,5,1,0,6,0,0,0
30504113207,10,0,3,0,13,0,0,13,0,13,0,0,0
30504113208,1,2,1,0,4,0,1,2,1,2,0,1,1
30504113209,0,1,1,0,2,1,0,1,0,2,0,0,0
30504113210,6,0,0,0,6,0,0,6,0,6,0,0,0
30504113211,0,5,5,0,10,0,5,5,0,5,0,5,0
30504113212,5,1,0,0,6,0,0,6,0,6,0,0,0
30504113213,2,0,0,0,2,0,0,2,0,2,0,0,0
30504113214,9,0,0,0,9,0,0,9,0,5,4,0,0
30504113216,6,0,0,0,6,0,3,3,0,3,3,0,0
30504113217,3,0,0,0,3,0,0,3,0,3,0,0,0
30504113218,4,4,0,0,8,1,0,7,0,4,1,3,0
30504113219,1,0,0,0,1,0,1,0,0,0,0,1,0
30504113220,1,0,0,0,1,0,0,1,0,0,0,1,0
30504113221,2,1,0,0,3,0,0,3,0,3,0,0,0
30504113222,2,1,0,0,3,1,0,2,0,3,0,0,0
30504113223,1,0,0,0,1,0,1,0,0,1,0,0,0
30504113224,0,1,2,0,3,2,0,0,1,0,2,0,1
30504113225,5,1,2,0,8,2,4,1,1,2,0,5,1
30504113226,3,0,0,0,3,0,1,2,0,2,0,1,0
30504113227,3,0,0,0,3,0,0,3,0,3,0,0,0
30504113229,1,3,0,0,4,0,0,4,0,4,0,0,0
30504113230,10,0,0,0,10,0,3,7,0,10,0,0,0
30504113231,9,4,0,0,13,0,4,5,4,0,0,9,4
30504113301,2,0,0,0,2,0,0,2,0,0,0,2,0
30504113302,0,1,0,0,1,0,0,1,0,1,0,0,0
30504113303,1,1,0,0,2,0,0,2,0,1,0,1,0
30504113304,0,2,1,0,3,0,0,3,0,2,1,0,0
30504113305,0,1,1,0,2,1,0,1,0,2,0,0,0
30504113307,0,7,0,0,7,0,0,0,7,0,0,0,7
30504113309,0,17,0,0,17,0,0,15,2,15,0,0,2
30504113310,0,2,0,0,2,0,0,2,0,2,0,0,0
30504113311,0,2,0,0,2,0,0,0,2,0,0,0,2
30504113312,4,0,0,0,4,0,2,2,0,2,2,0,0
30504113313,1,1,0,0,2,0,0,2,0,2,0,0,0
30504113401,2,0,0,1,3,2,0,1,0,1,1,1,0
30504113402,1,2,0,0,3,0,0,3,0,2,0,1,0
30504113403,4,0,0,0,4,0,0,4,0,3,1,0,0
30504113404,1,0,1,0,2,0,2,0,0,0,2,0,0
30504113405,2,1,0,0,3,0,0,3,0,1,1,1,0
30504113406,2,1,0,0,3,0,0,3,0,3,0,0,0
30504113407,1,0,0,0,1,0,0,1,0,0,1,0,0
30504113408,3,1,1,0,5,0,2,2,1,0,1,3,1
30504113409,6,0,1,0,7,0,5,2,0,7,0,0,0
30504113410,2,0,0,0,2,0,0,2,0,2,0,0,0
30504113411,4,0,0,0,4,0,0,4,0,4,0,0,0
30504113412,0,3,0,0,3,0,2,1,0,3,0,0,0
30504113413,1,3,3,0,7,0,3,4,0,7,0,0,0
30504113414,0,0,2,0,2,1,0,1,0,1,0,1,0
30504113416,1,0,0,0,1,0,1,0,0,0,1,0,0
30504113417,4,2,0,0,6,0,0,6,0,6,0,0,0
30504113418,0,2,2,1,5,2,1,2,0,3,0,2,0
30504113419,3,0,1,1,5,1,1,3,0,2,2,1,0
30504113420,2,0,0,0,2,0,0,2,0,2,0,0,0
30504113421,1,3,0,0,4,0,1,2,1,1,1,1,1
30504113422,4,0,0,0,4,0,1,3,0,2,2,0,0
30504113502,2,0,0,0,2,0,0,2,0,2,0,0,0
30504113504,6,4,0,0,10,3,3,4,0,7,3,0,0
30504113505,3,1,0,0,4,2,1,1,0,0,1,3,0
30504113506,0,0,1,0,1,0,0,1,0,0,1,0,0
30504113507,1,1,0,0,2,1,0,1,0,0,0,2,0
30504113508,4,0,1,0,5,4,0,1,0,5,0,0,0
30504113509,0,1,1,0,2,0,0,2,0,1,0,1,0
30504113510,6,2,0,0,8,2,2,4,0,4,0,4,0
30504113511,0,2,0,0,2,0,0,2,0,2,0,0,0
30504113512,8,0,0,0,8,0,6,2,0,2,0,6,0
30504113513,2,4,0,0,6,0,0,6,0,6,0,0,0
30504113515,0,58,0,17,75,0,0,32,43,32,0,0,43
30504113516,2,6,1,0,9,0,0,8,1,6,0,2,1
30504113517,6,0,0,3,9,0,9,0,0,6,1,2,0
30504113518,2,1,0,0,3,0,1,2,0,1,1,1,0
30504113519,2,3,0,0,5,0,2,3,0,3,2,0,0
30504113520,2,1,0,0,3,0,2,1,0,2,1,0,0
30504113521,5,0,0,0,5,0,0,5,0,3,0,2,0
30504113522,0,1,4,1,6,0,0,6,0,5,0,1,0
30504113523,1,0,2,0,3,0,0,3,0,3,0,0,0
30504113524,1,0,0,0,1,0,0,1,0,1,0,0,0
30504113525,13,6,0,0,19,6,6,7,0,6,6,7,0
30504113601,0,3,0,0,3,0,0,3,0,3,0,0,0
30504113602,1,1,1,0,3,0,1,2,0,1,2,0,0
30504113603,1,1,0,1,3,1,0,2,0,2,1,0,0
30504113604,5,0,1,0,6,0,0,6,0,1,4,1,0
30504113605,3,4,0,0,7,0,3,4,0,4,0,3,0
30504113606,6,0,1,0,7,0,1,6,0,1,1,5,0
30504113607,1,0,1,0,2,0,1,1,0,0,1,1,0
30504113608,1,0,0,0,1,0,0,1,0,1,0,0,0
30504113609,0,4,2,0,6,1,0,4,1,3,1,1,1
30504113610,0,3,0,0,3,0,0,3,0,3,0,0,0
30504113611,0,1,1,0,2,0,1,0,1,1,0,0,1
30504113612,0,9,0,0,9,0,0,4,5,4,0,0,5
30504113613,14,0,0,0,14,5,0,9,0,4,5,5,0
30504113614,4,4,0,0,8,0,4,0,4,4,0,0,4
30504113701,1,0,0,0,1,0,0,1,0,1,0,0,0
30504113702,1,0,0,0,1,1,0,0,0,0,0,1,0
30504113704,4,0,1,0,5,0,1,4,0,2,1,2,0
30504113705,0,2,0,0,2,0,0,2,0,2,0,0,0
30504113706,0,4,4,0,8,2,2,4,0,4,4,0,0
30504113707,2,1,2,0,5,2,2,1,0,3,2,0,0
30504113708,0,4,0,0,4,0,0,4,0,4,0,0,0
30504113709,0,6,2,0,8,0,2,6,0,6,2,0,0
30504113711,1,4,0,1,6,1,0,1,4,0,1,1,4
30504113712,12,3,0,0,15,0,12,0,3,7,5,0,3
30504113714,7,9,0,0,16,0,7,0,9,7,0,0,9
30504113715,12,0,2,0,14,0,12,2,0,12,2,0,0
30504113717,0,0,1,0,1,0,0,1,0,1,0,0,0
30504113718,0,0,1,0,1,0,1,0,0,0,1,0,0
30504113719,2,0,2,0,4,0,2,2,0,2,0,2,0
30504113720,0,3,1,0,4,1,0,3,0,3,1,0,0
30504113721,2,1,1,0,4,1,1,2,0,2,1,1,0
30504113722,0,0,1,0,1,1,0,0,0,1,0,0,0
30504113723,0,0,1,1,2,0,0,2,0,2,0,0,0
30504113724,2,3,0,0,5,0,1,4,0,4,1,0,0
30504113725,0,18,0,0,18,0,0,0,18,0,0,0,18
31001127101,0,0,1,0,1,0,0,1,0,1,0,0,0
31001127102,0,8,1,0,9,0,1,1,7,1,0,1,7
31001127103,1,0,0,0,1,0,0,1,0,1,0,0,0
31001127104,0,0,1,0,1,1,0,0,0,1,0,0,0
31001127105,1,0,0,0,1,0,0,1,0,1,0,0,0
31001127106,1,1,0,0,2,1,0,0,1,0,1,0,1
31001127107,2,0,0,0,2,0,0,2,0,2,0,0,0
31001127108,0,2,0,0,2,0,0,2,0,2,0,0,0
31001127110,1,0,1,0,2,0,1,1,0,1,0,1,0
31001127111,1,1,0,0,2,0,0,1,1,1,0,0,1
31001127113,3,1,0,0,4,0,1,3,0,3,0,1,0
31001127115,0,0,1,0,1,0,0,1,0,1,0,0,0
31001127202,0,2,0,0,2,0,0,2,0,2,0,0,0
31001127203,2,0,0,0,2,0,2,0,0,2,0,0,0
31001127204,1,0,0,0,1,0,1,0,0,1,0,0,0
31001127205,3,0,0,0,3,1,1,1,0,1,0,2,0
31001127206,0,1,0,0,1,0,0,0,1,0,0,0,1
31001127207,2,1,1,0,4,1,0,3,0,2,1,1,0
31001127208,4,0,0,0,4,0,4,0,0,4,0,0,0
31001127209,2,0,0,0,2,0,2,0,0,2,0,0,0
31001127210,3,0,0,0,3,0,0,3,0,3,0,0,0
31001127211,2,0,0,0,2,0,0,2,0,2,0,0,0
31001127212,2,0,0,0,2,0,0,2,0,0,2,0,0
31001127213,1,0,0,0,1,0,0,1,0,1,0,0,0
31001127214,1,0,2,0,3,0,3,0,0,3,0,0,0
31001127215,1,1,0,0,2,1,0,1,0,1,0,1,0
31001127216,3,0,0,0,3,0,0,3,0,3,0,0,0
31001127217,3,0,0,0,3,0,0,3,0,3,0,0,0
31001127304,4,0,0,0,4,0,4,0,0,0,0,4,0
31001127306,1,0,0,0,1,0,1,0,0,0,1,0,0
31001127308,3,0,0,0,3,3,0,0,0,0,3,0,0
31001127309,0,7,0,0,7,0,0,0,7,0,0,0,7
31001127310,2,0,0,0,2,0,2,0,0,2,0,0,0
31001127311,0,0,2,0,2,0,0,2,0,0,0,2,0
31001127313,2,1,0,0,3,0,0,2,1,2,0,0,1
31001127318,2,0,2,0,4,0,0,4,0,4,0,0,0
31001127319,2,0,0,0,2,0,2,0,0,2,0,0,0
31001127320,0,2,0,0,2,0,0,2,0,2,0,0,0
31001127323,10,0,0,0,10,0,5,5,0,10,0,0,0
31001127324,0,0,3,0,3,0,0,3,0,0,3,0,0
31001127325,0,3,0,0,3,0,0,3,0,3,0,0,0
31001127326,0,0,3,0,3,3,0,0,0,0,3,0,0
31001127327,1,0,0,0,1,0,0,1,0,1,0,0,0
31001127331,0,4,0,0,4,0,0,4,0,4,0,0,0
31001127332,4,0,0,0,4,0,4,0,0,4,0,0,0
31001127335,2,0,0,0,2,0,2,0,0,0,0,2,0
31001127337,4,0,0,0,4,0,0,4,0,2,0,2,0
31001127340,4,0,0,0,4,0,4,0,0,4,0,0,0
31001127344,1,0,0,0,1,0,0,1,0,1,0,0,0
31001127347,4,0,0,0,4,0,4,0,0,0,2,2,0
31001127348,0,1,0,0,1,0,0,1,0,1,0,0,0
31001127349,0,0,1,0,1,0,0,1,0,1,0,0,0
31001127351,4,0,0,0,4,0,4,0,0,0,4,0,0
31001127352,0,3,0,0,3,0,0,0,3,0,0,0,3
31001127354,5,0,0,0,5,0,0,5,0,0,5,0,0
31001127356,2,2,0,0,4,0,0,2,2,0,0,2,2
31001127358,5,0,0,0,5,0,0,5,0,5,0,0,0
31001127362,1,1,0,0,2,0,0,1,1,1,0,0,1
31001127363,0,11,0,0,11,0,0,5,6,5,0,0,6
31001127364,2,0,0,0,2,0,1,1,0,0,0,2,0
31001127366,5,0,0,0,5,0,0,5,0,5,0,0,0
31001127367,2,1,0,0,3,0,0,2,1,0,0,2,1
31001127369,0,1,0,0,1,0,0,0,1,0,0,0,1
31001127401,0,1,1,0,2,1,0,0,1,1,0,0,1
31001127402,2,0,1,0,3,0,2,1,0,1,0,2,0
31001127403,0,1,0,0,1,0,0,1,0,1,0,0,0
31001127404,1,0,0,0,1,0,0,1,0,0,0,1,0
31001127405,0,1,0,0,1,0,0,1,0,1,0,0,0
31001127407,0,0,1,0,1,1,0,0,0,0,0,1,0
31001127408,3,6,1,0,10,0,2,2,6,2,0,2,6
31001127409,6,5,4,0,15,2,8,4,1,6,4,4,1
31001127410,3,0,0,0,3,0,0,3,0,3,0,0,0
31001127411,1,1,0,0,2,0,1,1,0,2,0,0,0
31001127412,0,2,0,0,2,0,0,0,2,0,0,0,2
31001127414,0,0,1,0,1,1,0,0,0,1,0,0,0
31001127415,0,4,4,0,8,0,0,8,0,8,0,0,0
31001127416,0,2,0,0,2,0,0,0,2,0,0,0,2
31001127417,4,0,0,0,4,1,1,2,0,4,0,0,0
31001127418,2,0,0,0,2,0,2,0,0,0,2,0,0
31001127420,0,2,3,0,5,0,3,2,0,5,0,0,0
31001127421,0,2,0,0,2,0,0,2,0,2,0,0,0
31001127422,0,4,0,0,4,0,0,4,0,4,0,0,0
31001127423,2,2,0,0,4,0,2,2,0,2,2,0,0
31001127424,0,0,2,0,2,2,0,0,0,0,0,2,0
31001127425,2,0,0,0,2,0,2,0,0,0,2,0,0
31001127426,3,0,0,0,3,0,0,3,0,1,2,0,0
31001127427,9,0,0,0,9,0,3,6,0,6,3,0,0
31001127428,6,0,3,0,9,4,2,3,0,5,0,4,0
31001127429,3,1,0,0,4,0,3,1,0,4,0,0,0
31001127430,3,2,0,0,5,0,1,4,0,5,0,0,0
31001127431,0,1,0,0,1,0,0,1,0,1,0,0,0
31001127432,1,0,0,0,1,0,0,1,0,1,0,0,0
31001127434,2,0,0,0,2,0,1,1,0,0,0,2,0
31001127436,2,1,0,0,3,0,1,2,0,2,0,1,0
31001127437,0,1,0,0,1,0,0,1,0,1,0,0,0
31001127438,2,3,0,0,5,0,0,5,0,5,0,0,0
31001127501,3,3,0,0,6,0,3,0,3,0,0,3,3
31001127502,1,0,1,0,2,0,0,2,0,1,0,1,0
31001127503,3,3,0,0,6,0,3,0,3,0,0,3,3
31001127504,2,1,0,0,3,0,0,3,0,2,0,1,0
31001127505,4,0,7,0,11,0,0,11,0,8,2,1,0
31001127506,0,2,0,0,2,0,0,2,0,2,0,0,0
31001127507,1,0,0,0,1,0,0,1,0,1,0,0,0
31001127508,1,0,0,0,1,0,1,0,0,1,0,0,0
31001127509,1,0,0,0,1,0,0,1,0,1,0,0,0
31001127510,0,1,0,0,1,0,0,1,0,1,0,0,0
31001127511,4,3,1,0,8,1,0,4,3,4,1,0,3
31001127512,0,2,0,0,2,0,0,0,2,0,0,0,2
31001127514,3,1,0,0,4,0,2,2,0,3,0,1,0
31001127515,0,1,0,0,1,0,0,1,0,1,0,0,0
31001127516,1,1,0,0,2,0,1,1,0,2,0,0,0
31001127517,1,0,0,0,1,0,0,1,0,0,0,1,0
31001127601,2,0,2,0,4,2,2,0,0,2,0,2,0
31001127602,4,1,2,0,7,0,2,4,1,4,0,2,1
31001127603,0,0,2,0,2,0,2,0,0,2,0,0,0
31001127604,0,1,0,0,1,0,0,1,0,1,0,0,0
31001127606,0,4,0,0,4,0,0,2,2,2,0,0,2
31001127609,6,0,0,0,6,0,4,2,0,4,2,0,0
31001127610,2,2,0,2,6,2,2,2,0,6,0,0,0
31001127611,4,2,0,0,6,0,2,4,0,6,0,0,0
31004130007,0,4,0,0,4,0,0,0,4,0,0,0,4
31103131217,0,2,0,0,2,0,0,0,2,0,0,0,2
31103131614,0,1,0,0,1,0,0,0,1,0,0,0,1
31103131618,0,1,0,0,1,0,0,0,1,0,0,0,1
31103131620,0,1,0,0,1,0,0,0,1,0,0,0,1
31106133103,0,3,0,0,3,0,0,0,3,0,0,0,3
31106133203,0,3,0,0,3,0,0,0,3,0,0,0,3
31106133204,0,5,0,0,5,0,0,0,5,0,0,0,5
31106133209,0,2,0,0,2,0,0,0,2,0,0,0,2
31106133210,0,4,0,0,4,0,0,0,4,0,0,0,4
31106133224,0,3,0,0,3,0,0,0,3,0,0,0,3
31106133232,0,2,0,0,2,0,0,0,2,0,0,0,2
31106133234,0,3,0,0,3,0,0,0,3,0,0,0,3
31106133501,0,2,0,0,2,0,0,0,2,0,0,0,2
31106133502,0,1,0,0,1,0,0,0,1,0,0,0,1
31106133622,0,2,0,0,2,0,0,0,2,0,0,0,2
31106133623,0,2,0,0,2,0,0,0,2,0,0,0,2
31401138207,0,2,0,0,2,0,0,0,2,0,0,0,2
31401138212,0,2,0,0,2,0,0,0,2,0,0,0,2
31401138234,0,1,0,0,1,0,0,0,1,0,0,0,1
31401138601,0,2,0,0,2,0,0,0,2,0,0,0,2
31401138630,0,2,0,0,2,0,0,0,2,0,0,0,2
31401138635,0,1,0,0,1,0,0,0,1,0,0,0,1
31401138639,0,1,0,0,1,0,0,0,1,0,0,0,1
31401138645,0,3,0,0,3,0,0,0,3,0,0,0,3
31401138646,0,3,0,0,3,0,0,0,3,0,0,0,3
31401138661,0,2,0,0,2,0,0,0,2,0,0,0,2
31403139419,0,2,0,0,2,0,0,0,2,0,0,0,2
